Exotel Settings,Configuraciones de Exotel,
Expand All,Expandir todo,
Expected Amount,Monto Esperado,
Expected Arrival Date,Fecha prevista de llegada,
Expected Balance Qty,Cant de Saldo Previsto,
Expected Closing Date,Fecha de cierre prevista,
Expected Delivery Date,Fecha prevista de entrega,
Expected Delivery Date should be after Sales Order Date,La fecha de entrega esperada debe ser posterior a la fecha del pedido de cliente,
Expected Discharge,Descarga esperada,
Expected End Date,Fecha prevista de finalización,
Expected End Date should be less than or equal to parent task's Expected End Date {0}.,Expected End Date should be less than or equal to parent task's Expected End Date {0}.,
Expected Hrs,Horas esperadas,
Expected Length of Stay,Duración prevista de la estancia,
Expected Result Date,Fecha de resultado esperada,
Expected Result Time,Tiempo de resultado esperado,
Expected Start Date,Fecha prevista de inicio,
Expected Stock Value,Expected Stock Value,
Expected Time (in hours),Tiempo previsto (en horas),
Expected Value After Useful Life,Valor esperado después de la Vida Útil,
Expected and Discharge dates cannot be less than Admission Schedule date,Las fechas esperadas y de alta no pueden ser inferiores a la fecha del horario de admisión,
Expense,Gastos,
Expense / Difference account ({0}) must be a 'Profit or Loss' account,"La cuenta de Gastos/Diferencia ({0}) debe ser una cuenta de 'utilidad o pérdida """,
Expense Account,Cuenta de gastos,
Expense Account Missing,Falta la cuenta de gastos,
Expense Approver,Supervisor de gastos,
Expense Approver Mandatory In Expense Claim,Aprobador de Gastos obligatorio en la Reclamación de Gastos,
Expense Claim,Reembolso de gastos,
Expense Claim Account,Cuenta de Gastos,
Expense Claim Advance,Anticipo de Adelanto de Gastos,
Expense Claim Detail,Detalle de reembolso de gastos,
Expense Claim Type,Tipo de gasto,
Expense Claim for Vehicle Log {0},Reclamación de gastos para el registro de vehículos {0},
Expense Claim {0} already exists for the Vehicle Log,Relación de Gastos {0} ya existe para el registro de vehículos,
Expense Date,Fecha de gasto,
Expense Head,Cuenta de gastos,
Expense Head Changed,Cuenta de gastos cambiada,
Expense Proof,Prueba de Gastos,
Expense Taxes and Charges,Gastos Impuestos y Cargos,
Expense Type,Tipo de Gasto,
Expense account is mandatory for item {0},La cuenta de gastos es obligatoria para el elemento {0},
Expenses,Gastos,
Expenses Included In Asset Valuation,Gastos incluidos en la valoración de activos,
Expenses Included In Valuation,Gastos de valoración,
Expire Allocation,Caducar la asignación,
Expire Carry Forwarded Leaves (Days),Caducar Llevar hojas reenviadas (días),
Expired,Expirado,
Expired Batches,Lotes Vencidos,
Expired Leave,Permiso expirado,
Expires On,Expira el,
Expiring Memberships,Membresías Expiradas,
Expiring On,Venciendo en,
Expiry (In Days),Caducidad (en días),
Expiry Date,Fecha de caducidad,
Expiry Date Mandatory,Fecha de caducidad obligatoria,
Expiry Duration (in days),Período de validez (en días),
Explanation,Explicación,
Exploded Items,Productos agotados,
Explore,Explorar,
Exponential Smoothing Forecasting,Pronóstico de suavizado exponencial,
Export,Exportar,
Export E-Invoices,Exportar facturas electrónicas,
Export Errored Rows,Exportar filas con errores,
Export Invoice - 6A,Export Invoice - 6A,
Export not allowed. You need {0} role to export.,Exportación no permitida. Se necesita el rol {0} para exportar.,
Exporting...,Exporting...,
External,Externo,
External Work History,Historial de trabajos externos,
Externo,Externo,
Extra Bed Capacity,Capacidad de Cama Extra,
Extra Large,Extra grande,
Extra Small,Extra Pequeño,
FCA (Free Carrier),FCA (Free Carrier),
FCFS Rate,Cambio FCFS,
FG Qty from Transferred Raw Materials,FG Qty from Transferred Raw Materials,
FG Value,FG Value,
FIFO,FIFO,
FR,FR,
FREE,FREE,
Fail,Falla,
Failed,Falló,
Failed Import Log,Registro de importación fallida,
Failed to Authenticate the API key.,Error al autenticar la clave de API.,
Failed to add Domain,Error al agregar dominio,
Failed to create website,Error al crear el sitio web,
Failed to install presets,Error al instalar los ajustes preestablecidos,
Failed to login,Error al iniciar sesión,
Failed to setup company,Error al configurar la compañía,
Failed to setup defaults,Error al cambiar a default,
Failed to setup defaults for country {0}. Please contact support@erpnext.com,"Error al configurar los valores predeterminados para el país {0}. Por favor, póngase en contacto con support@erpnext.com",
Failure,Fracaso,
Failure Date,Fecha de Falla,
Failure Description,Failure Description,
Family,Familia,
Family Background,Antecedentes familiares,
Father,Padre,
Fax,Fax,
Featured Items,Featured Items,
Feb,Feb,
February,Febrero,
Fee,Cuota,
Fee Breakup for each student,Disminución de la Cuota para cada Estudiante,
Fee Category,Categoría de cuota,
Fee Component,Componente de Couta,
Fee Created,Tarifa creada,
Fee Creation Failed,Error en la Creación de Cuotas,
Fee Creation Pending,Creación de Cuotas Pendientes,
Fee Creation Status,Estado de Creación de Cuota,
Fee Records Created - {0},Registros de cuotas creados - {0},
Fee Schedule,Programa de Cuotas,
Fee Schedule Program,Programa de Horarios de Cuotas,
Fee Schedule Student Group,Programa de Cuotas Grupo de Estudiantes,
Fee Structure,Estructura de cuotas,
Fee Validity,Validez de la Cuota,
Fee Validity Reference,Referencia de validez de tarifa,
Fee Validity {0} updated.,Se actualizó la validez de la tarifa {0}.,
Feedback,Retroalimentación,
Feedback By,Comentarios de,
Feedback Submitted,Retroalimentación enviada,
Feedback cannot be recorded for an absent Employee.,Feedback cannot be recorded for an absent Employee.,
Fees,Matrícula,
Fees Category,Categoría de cuotas,
Fees Collected,Tarifas cobradas,
Female,Femenino,
Fertilizer,Fertilizante,
Fertilizer Content,Contenido de Fertilizante,
Fertilizer Contents,Contenido del Fertilizante,
Fertilizer Name,Nombre de Fertilizante,
Fetch Customers,Obtener clientes,
Fetch Data,Obtener datos,
Fetch Items from Warehouse,Obtener productos del almacén,
Fetch Serial Numbers based on FIFO,Obtener números de serie basados en FIFO,
Fetch Subscription Updates,Obtener actualizaciones de suscripción,
Fetch Timesheet,Obtener registros de hora,
Fetch exploded BOM (including sub-assemblies),Buscar lista de materiales (LdM) incluyendo subconjuntos,
Fetch items based on Default Supplier.,Obtener productos según el proveedor predeterminado.,
Fetched only {0} available serial numbers.,Solo se obtuvieron {0} números de serie disponibles.,
Fetching Pending Medication Orders,Obtención de pedidos de medicamentos pendientes,
Fetching Schedule...,Fetching Schedule...,
Fetching Template Details,Obteniendo detalles de la plantilla,
Fetching Treatment Plans,Fetching Treatment Plans,
Fetching exchange rates ...,Fetching exchange rates ...,
Fetching...,Buscando...,
Fichier des Ecritures Comptables [FEC],Fichier des Ecritures Comptables [FEC],
Field,Campo,
Field Name,Nombre de Campo,
Field in Bank Transaction,Campo en transacción bancaria,
Fieldname,Nombre del campo,
Fields,Campos,
Fields will be copied over only at time of creation.,Los campos se copiarán solo al momento de la creación.,
Fieldtype,Tipo de campo,
File to Rename,Archivo a renombrar,
Fill the form and save it,Llene el formulario y guárdelo,
Filter Based On,Filtro basado en,
Filter Duration (Months),Duración del filtro (meses),
Filter Employees By (Optional),Filtrar por empleados (Opcional),
Filter Fields Row #{0}: Fieldname <b>{1}</b> must be of type 'Link' or 'Table MultiSelect',Filter Fields Row #{0}: Fieldname <b>{1}</b> must be of type 'Link' or 'Table MultiSelect',
Filter Total Zero Qty,Filter Total Zero Qty,
Filter by invoice status,Filtrar por estado de factura,
Filters,Filtros,
Final Assessment Grades,Grados de Evaluación Final,
Finance Book,Libro de finanzas,
Finance Book Detail,Detalle del Libro de Finanzas,
Finance Book Id,ID de Libro de Finanzas,
Finance Books,Libros de Finanzas,
Financial Services,Servicios financieros,
Financial Statements,Estados financieros,
Financial Year Begins On,Financial Year Begins On,
Finish,Terminar,
Finish Topic,Terminar tema,
Finished Good,Bien Terminado,
Finished Good Item Code,Código de artículo bueno terminado,
Finished Good has not set in the stock entry {0},Finished Good has not set in the stock entry {0},
Finished Goods,Productos terminados,
Finished Goods Warehouse,Almacén de productos terminados,
Finished Item {0} does not match with Work Order {1},Finished Item {0} does not match with Work Order {1},
First 2 digits of GSTIN should match with State number {0}.,First 2 digits of GSTIN should match with State number {0}.,
First Check-in and Last Check-out,Primer check-in y último check-out,
First Email,Primer Correo Electrónico,
First Name,Nombre,
First Responded On,Primera respuesta el,
First Response Time,Tiempo de primera respuesta,
First Response Time for Issues,Tiempo de primera respuesta para problemas,
First Response Time for Opportunity,Tiempo de primera respuesta para la oportunidad,
"Fiscal Regime is mandatory, kindly set the fiscal regime in the company {0}","El régimen fiscal es obligatorio, establezca amablemente el régimen fiscal en la empresa {0}",
Fiscal Year,Año fiscal,
Fiscal Year Company,Año fiscal de la compañía,
Fiscal Year End Date should be one year after Fiscal Year Start Date,La fecha de finalización del año fiscal debe ser un año después de la fecha de inicio del año fiscal,
Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},La fecha de inicio y la fecha final ya están establecidos en el año fiscal {0},
Fiscal Year Start Date should be one year earlier than Fiscal Year End Date,La fecha de inicio del año fiscal debe ser un año anterior a la fecha de finalización del año fiscal,
Fiscal Year {0} Does Not Exist,El año fiscal {0} no existe,
Fiscal Year {0} does not exist,Año Fiscal {0} no existe,
Fiscal Year {0} is required,Año Fiscal {0} es necesario,
Fiscal Year {0} not found,Año fiscal {0} no encontrado,
Fixed,Fijo,
Fixed Asset,Activo fijo,
Fixed Asset Account,Cuenta de activo fijo,
Fixed Asset Defaults,Predeterminados de Activos Fijos,
Fixed Asset Item must be a non-stock item.,Artículo de Activos Fijos no debe ser un artículo de stock.,
Fixed Asset Register,Registro de activos fijos,
Fixed Assets,Activos fijos,
Fixed Deposit Number,Número de Depósito Fijo,
Fixed Error Log,Registro de errores fijos,
Fixed Rate,Tipo de interés fijo,
Fleet Manager,Gerente de Flota,
Flexible Benefits,Beneficios Flexibles,
Flight,Vuelo,
Fluid,Fluido,
Focus on Item Group filter,Centrarse en el filtro de grupo de artículos,
Focus on search input,Centrarse en la entrada de búsqueda,
Folio no.,Folio Nro.,
Follow Calendar Months,Seguir meses del calendario,
Follow Up,Seguir,
Follow Up Date,Fecha de seguimiento,
Follow these steps to create a landing page for your store,Follow these steps to create a landing page for your store,
Follow via Email,Seguir a través de correo electronico,
Following Material Requests have been raised automatically based on Item's re-order level,Las Solicitudes de Materiales siguientes se han planteado de forma automática según el nivel de re-pedido del articulo,
Following accounts might be selected in GST Settings:,Las siguientes cuentas se pueden seleccionar en Configuración de GST:,
Following course schedules were created,Se crearon los siguientes horarios del curso,
Following fields are mandatory to create address:,Los siguientes campos son obligatorios para crear una dirección:,
Following item {0} is not marked as {1} item. You can enable them as {1} item from its Item master,El siguiente artículo {0} no está marcado como {1} elemento. Puede habilitarlos como {1} elemento desde su Maestro de artículos,
Following items {0} are not marked as {1} item. You can enable them as {1} item from its Item master,Los siguientes elementos {0} no están marcados como {1} elemento. Puede habilitarlos como {1} elemento desde su Maestro de artículos,
Food,Comida,
"Food, Beverage & Tobacco","Alimentos, bebidas y tabaco",
For,por,
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.","Para 'Paquete de Productos' el Almacén, No. de Serie y No. de lote serán considerados desde la ""Lista de Embalaje"". Si el Almacén y No. de lote son los mismos para todos los productos empaquetados, los valores podrán ser ingresados en la tabla principal del artículo, estos valores serán copiados a la ""Lista de Embalaje""",
"For Batch based Student Group, the Student Batch will be validated for every Student from the Program Enrollment.","Para el grupo de estudiantes basado en lotes, el lote de estudiantes será validado para cada estudiante de la inscripción al programa.",
For Buying,Para la compra,
For Company,Para la empresa,
"For Course based Student Group, the Course will be validated for every Student from the enrolled Courses in Program Enrollment.","Para los grupos de estudiantes basados en cursos, el curso será validado para cada estudiante de los cursos inscritos en la inscripción al programa.",
For Default Supplier (Optional),Para el proveedor predeterminado (opcional),
For Employee,Por empleados,
For Employee Name,Por nombre de empleado,
For Job Card,For Job Card,
For Month,Por mes,
For Operation,For Operation,
For Price List,Por lista de precios,
For Production,Por producción,
For Quantity,Por cantidad,
For Quantity (Manufactured Qty) is mandatory,Por cantidad (cantidad fabricada) es obligatoria,
For Selling,Para la venta,
For Supplier,De proveedor,
For Warehouse,Para el almacén,
For Warehouse is required before Submit,Para el almacén es requerido antes de enviar,
"For an item {0}, quantity must be negative number","Para un artículo {0}, la cantidad debe ser un número negativo",
"For an item {0}, quantity must be positive number","Para un Artículo {0}, la cantidad debe ser número positivo",
"For e.g. 2012, 2012-13","Por ejemplo, 2012 , 2012-13",
For how much spent = 1 Loyalty Point,Por cuánto gasto = 1 punto de lealtad,
For individual supplier,Por proveedor individual,
"For item {0} at row {1}, count of serial numbers does not match with the picked quantity","Para el artículo {0} en la fila {1}, el recuento de números de serie no coincide con la cantidad seleccionada",
"For job card {0}, you can only make the 'Material Transfer for Manufacture' type stock entry","Para la tarjeta de trabajo {0}, solo puede realizar la entrada de stock del tipo &#39;Transferencia de material para fabricación&#39;",
"For more information, {0}.","Para más información, {0}.",
For operation {0}: Quantity ({1}) can not be greter than pending quantity({2}),Para la operación {0}: la cantidad ({1}) no puede ser mayor que la cantidad pendiente ({2}),
For quantity {0} should not be greater than work order quantity {1},Para la cantidad {0} no debe ser mayor que la cantidad de la orden de trabajo {1},
For reference,Para referencia,
For reference only.,Sólo para referencia.,
"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included","Para la línea {0} en {1}. incluir {2} en la tasa del producto, las lineas {3} también deben ser incluidas",
For row {0}: Enter Planned Qty,Para la fila {0}: ingrese cantidad planificada,
For the 'Apply Rule On Other' condition the field {0} is mandatory,"Para la condición &quot;Aplicar regla a otros&quot;, el campo {0} es obligatorio.",
"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes","Para la comodidad de los clientes , estos códigos se pueden utilizar en formatos impresos como facturas y notas de entrega",
"For transfer from source, selected quantity cannot be greater than available quantity","Para la transferencia desde la fuente, la cantidad seleccionada no puede ser mayor que la cantidad disponible",
Foreign Trade Details,Detalles de Comercio Exterior,
Formula,Fórmula,
Formula Based Criteria,Formula Based Criteria,
Fortnightly,Quincenal,
Forum Activity,Actividad del foro,
Forum Posts,Publicaciones del Foro,
Forum URL,URL del Foro,
Fraction of Daily Salary for Half Day,Fracción del salario diario por medio día,
Fraction of Daily Salary per Leave,Fraction of Daily Salary per Leave,
Fractional Cost,Fractional Cost,
Free Item,Artículo libre,
Free item code is not selected,El código de artículo gratuito no está seleccionado,
Free item not set in the pricing rule {0},Artículo gratuito no establecido en la regla de precios {0},
Freeze Stocks Older Than (Days),Congelar existencias anteriores a (días),
"Freeze accounting transactions up to specified date, nobody can make/modify entry except the specified Role.","Freeze accounting transactions up to specified date, nobody can make/modify entry except the specified Role.",
Freight and Forwarding Account,Cuenta de Flete y Reenvío,
Freight and Forwarding Charges,CARGOS DE TRANSITO Y TRANSPORTE,
Frequency,Frecuencia,
Frequency To Collect Progress,Frecuencia para Recoger el Progreso,
Frequency of Depreciation (Months),Frecuencia de Depreciación (Meses),
Frequently Read Articles,Artículos leídos con frecuencia,
Friday,Viernes,
From,Desde,
From Address 1,Dirección Desde 1,
From Address 2,Dirección Desde 2,
From Amount,Desde Monto,
From BOM,Desde lista de materiales (LdM),
From Company,Desde Compañía,
From Corrective Job Card,From Corrective Job Card,
From Currency,De moneda,
From Currency and To Currency cannot be same,De moneda - A moneda' no pueden ser las mismas,
From Customer,Desde cliente,
From Date,Desde la fecha,
From Date & To Date is mandatory for generating E-Invoice Summary Report,From Date & To Date is mandatory for generating E-Invoice Summary Report,
From Date and To Date are Mandatory,Desde la fecha y hasta la fecha son obligatorios,
From Date and To Date are mandatory,From Date and To Date are mandatory,
From Date and To Date lie in different Fiscal Year,Desde la fecha hasta la fecha se encuentran en diferentes años fiscales,
From Date can not be greater than To Date,Desde la fecha no puede ser mayor que hasta la fecha,
From Date can not be greater than To Date.,Desde la fecha no puede ser mayor que hasta la fecha.,
From Date cannot be greater than To Date,La fecha 'Desde' no puede ser mayor que la fecha 'Hasta',
From Date must be before To Date,La fecha 'Desde' tiene que ser menor de la fecha 'Hasta',
From Date must come before To Date,From Date must come before To Date,
From Date should be within the Fiscal Year. Assuming From Date = {0},La fecha 'Desde' tiene que pertenecer al rango del año fiscal = {0},
From Date {0} cannot be after employee's relieving Date {1},Desde la fecha {0} no puede ser posterior a la fecha de liberación del empleado {1},
From Date {0} cannot be before employee's joining Date {1},Desde la fecha {0} no puede ser anterior a la fecha de incorporación del empleado {1},
From Datetime,Desde Fecha y Hora,
From Delivery Date,From Delivery Date,
From Delivery Note,Desde nota de entrega,
From Employee,Desde Empleado,
From Fiscal Year,Del año fiscal,
From Folio No,Desde Folio Nro,
From GSTIN,De GSTIN,
From Invoice Date,Desde Fecha de la Factura,
From Lead,Desde Iniciativa,
From No,Desde Nro,
From Opportunity,Desde Oportunidad,
From Order Id,From Order Id,
From Package No.,Desde Paquete Nro.,
From Party Name,Del Nombre de la Parte,
From Payment Date,From Payment Date,
From Pin Code,Del código pin,
From Place,Desde el lugar,
From Posting Date,Desde la fecha de publicación,
From Range,Desde Rango,
From Range has to be less than To Range,Rango Desde tiene que ser menor que Rango Hasta,
From Shareholder,Del Accionista,
From State,Del estado,
From Template,De la plantilla,
From Time,From Time,
From Time Should Be Less Than To Time,"""Desde tiempo"" debe ser menos que ""Hasta tiempo""",
From Time cannot be greater than To Time.,Tiempo Desde no puede ser mayor Tiempo Hasta,
From Value,Desde Valor,
From Warehouse,De Almacén,
"From a supplier under composition scheme, Exempt and Nil rated","De un proveedor bajo esquema de composición, exento y sin calificación",
From and To Dates are required.,Las fechas desde y hasta son obligatorias.,
From and To dates required,Desde y Hasta la fecha solicitada,
From date can not be less than employee's joining date,Desde la fecha no puede ser menor a la fecha de incorporación del empleado,
From date can not be less than employee's joining date.,La fecha de inicio no puede ser menor que la fecha de incorporación del empleado.,
From date cannot be greater than To date,La fecha 'Desde' no puede ser mayor que la fecha 'Hasta',
From employee is required while receiving Asset {0} to a target location,Se requiere del empleado mientras recibe el activo {0} en una ubicación de destino,
From value must be less than to value in row {0},El valor debe ser menor que el valor de la línea {0},
From {0} | {1} {2},Desde {0} | {1} {2},
From(Year),From(Year),
Frozen,Congelado(a),
Fuel Expense,Gasto de combustible,
Fuel Expenses,Fuel Expenses,
Fuel Price,Precio del combustible,
Fuel Qty,Cantidad de combustible,
Fuel Type,Tipo de Combustible,
Fuel UOM,UOM de Combustible,
Fulfilled,Cumplido,
Fulfillment,Cumplimiento,
Fulfillment User,Usuario de Cumplimiento,
Fulfilment Deadline,Fecha límite de Cumplimiento,
Fulfilment Details,Detalles de Cumplimiento,
Fulfilment Status,Estado de Cumplimiento,
Fulfilment Terms,Términos de Cumplimiento,
Fulfilment Terms and Conditions,Términos y Condiciones de Cumplimiento,
Full,Completo,
Full Name,Nombre completo,
Full-time,Jornada completa,
Fully Billed,Totalmente Facturado,
Fully Completed,Terminado completamente,
Fully Delivered,Entregado completamente,
Fully Depreciated,Totalmente depreciado,
Fully Sponsored,Totalmente Patrocinado,
Funded Amount,Cantidad Financiada,
Furnitures and Fixtures,Muebles y accesorios,
Furry,Peludo,
"Further accounts can be made under Groups, but entries can be made against non-Groups","Las futuras cuentas se pueden crear bajo grupos, pero las entradas se crearán dentro de las subcuentas.",
Further cost centers can be made under Groups but entries can be made against non-Groups,"Los centros de costos se pueden crear bajo grupos, pero las entradas se crearán dentro de las subcuentas.",
Further nodes can be only created under 'Group' type nodes,Sólo se pueden crear más nodos bajo nodos de tipo  ' Grupo ',
Future Payment Amount,Monto de pago futuro,
Future Payment Ref,Ref. De pago futuro,
Future Payments,Pagos futuros,
Future dates not allowed,No se permiten fechas futuras,
GL Entry,Entrada de Balance general,
GST Account,Cuenta GST,
GST Accounts,Cuentas de GST,
GST HSN Code,Código GST HSN,
GST HSN Code does not exist for one or more items,El código GST HSN no existe para uno o más artículos,
GST Itemised Purchase Register,Registro detallado de la TPS,
GST Itemised Sales Register,Registro detallado de ventas de GST,
GST Purchase Register,Registro de Compra de TPS,
GST Sales Register,Registro de ventas de GST,
GST Settings,Configuración de GST,
GST Summary,Resumen de GST,
"GST category should be one of {}, {}, {}, {}","GST category should be one of {}, {}, {}, {}",
GSTIN,GSTIN,
GSTIN Email Sent On,Se envía el correo electrónico de GSTIN,
GSTIN is mandatory to fetch company GSTIN details. Please enter GSTIN in selected company address.,GSTIN is mandatory to fetch company GSTIN details. Please enter GSTIN in selected company address.,
GSTIN is mandatory to fetch customer GSTIN details. Please enter GSTIN in selected customer address.,GSTIN is mandatory to fetch customer GSTIN details. Please enter GSTIN in selected customer address.,
GSTR 3B Report,Informe GSTR 3B,
GSTR-1,GSTR-1,
GSTR-2,GSTR-2,
GSTR3B-Form,Forma GSTR3B,
Gain/Loss,Pérdida/Ganancia,
Gain/Loss Account on Asset Disposal,Cuenta de ganancias/pérdidas por enajenación de activos fijos,
Gain/Loss on Asset Disposal,Ganancia/Pérdida por enajenación de activos fijos,
Gantt Chart,Diagrama Gantt,
Gantt chart of all tasks.,Diagrama Gantt de todas las tareas.,
Gender,Género,
General,General,
General Ledger,Balance general,
General Ledger Filters,Filtros del libro mayor,
General Settings,Configuración General,
Generate E-Way Bill,Generate E-Way Bill,
Generate E-Way Bill JSON,Generar E-Way Bill JSON,
Generate IRN,Generate IRN,
Generate IRNs,Generate IRNs,
Generate Invoice At Beginning Of Period,Generar Factura al inicio del periodo,
Generate New Invoices Past Due Date,Generar nuevas facturas vencidas,
Generate Schedule,Generar planificación,
Generate Secret,Generar Secret,
Generate Webhook Secret,Generar secreto de webhook,
"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.","Generar etiquetas de embalaje, para los paquetes que serán entregados, usados para notificar el numero, contenido y peso del paquete,",
Generating E-Invoices...,Generating E-Invoices...,
Get Account Balance,Obtener saldo de cuenta,
Get Advances Paid,Obtener anticipos pagados,
Get Advances Received,Obtener anticipos recibidos,
Get Applicable Treatment Plans,Get Applicable Treatment Plans,
Get Courses,Obtener Cursos,
Get Current Stock,Verificar inventario actual,
Get Customer Group Details,Obtener detalles de la Categoría de cliente,
Get Details From Declaration,Obtener detalles de la declaración,
Get Employees,Obtener Empleados,
Get Entries,Obtener Entradas,
Get Finished Goods for Manufacture,Get Finished Goods for Manufacture,
Get Invocies,Obtener facturas,
Get Invoices,Obtenga facturas,
Get Invoices based on Filters,Obtenga facturas basadas en filtros,
Get Item Locations,Obtener ubicaciones de productos,
Get Items,Obtener productos,
Get Items From,Obtener productos de,
Get Items From Purchase Receipts,Obtener productos,
Get Items from BOM,Obtener productos desde lista de materiales (LdM),
Get Items from Healthcare Services,Obtenga artículos de los servicios de salud,
Get Items from Material Requests against this Supplier,Obtener productos de solicitudes de material de este proveedor,
Get Items from Open Material Requests,Obtener productos de solicitudes de materiales abiertas,
Get Items from Prescriptions,Obtenga artículos de recetas,
Get Items from Product Bundle,Obtener Productos del Paquete de Productos,
Get Latest Query,Obtener la Última Consulta,
Get Material Request,Obtener Solicitud de materiales,
Get Memberships,Get Memberships,
Get Outstanding Documents,Obtenga documentos sobresalientes,
Get Outstanding Invoice,Obtenga una factura excepcional,
Get Outstanding Invoices,Obtener facturas pendientes de pago,
Get Payment Entries,Obtener entradas de pago,
Get Payments from,Obtener pagos de,
Get Pending Medication Orders,Obtenga pedidos de medicamentos pendientes,
Get Prescribed Clinical Procedures,Obtenga procedimientos clínicos recetados,
Get Prescribed Therapies,Obtenga terapias recetadas,
Get Raw Materials For Production,Obtener Materias Primas para Producción,
Get Sales Orders,Obtener ordenes de venta,
Get Started Sections,Obtener Secciones Comenzadas,
Get Stock,Get Stock,
Get Students,Obtener Estudiantes,
Get Students From,Obtener Estudiantes Desde,
Get Sub Assembly Items,Get Sub Assembly Items,
Get Supplier Group Details,Obtener detalles del Grupo de Proveedor,
Get Suppliers,Obtener proveedores,
Get Suppliers By,Obtener proveedores por,
Get Template,Obtener Plantilla,
Get Timesheets,Get Timesheets,
Get Unreconciled Entries,Obtener entradas no conciliadas,
Get customers from,Obtener clientes de,
Get from Patient Encounter,Obtenga del Encuentro de Pacientes,
Gift Card,Tarjeta de regalo,
GitHub ID,ID de GitHub,
GitHub Sync ID,ID de Sincronización de GitHub,
Global Defaults,Predeterminados globales,
Gluten Free,Sin Gluten,
Go Back,Regresa,
Go to Cart,Go to Cart,
Go to Quote,Go to Quote,
Go to the Desktop and start using ERPNext,Go to the Desktop and start using ERPNext,
Go to {0} List,Ir a la lista {0},
GoCardless Customer,Cliente GoCardless,
GoCardless Mandate,Mandato GoCardless,
GoCardless Settings,Configuración de GoCardless,
Goal,Objetivo,
Goals,Objetivos,
Goals cannot be empty,Los objetivos no pueden estar vacíos,
Goods,Goods,
Goods In Transit,Las mercancías en tránsito,
Goods Transferred,Bienes transferidos,
Goods are already received against the outward entry {0},Las mercancías ya se reciben contra la entrada exterior {0},
Government,Gubernamental,
Grace Period,Periodo de Gracia,
Grace Period Settings For Auto Attendance,Configuración del período de gracia para asistencia automática,
Grace Period in Days,Período de gracia en días,
Grade,Grado,
Grade Code,Código de Grado,
Grade Description,Descripción de Grado,
Grading Basis,Base de calificación,
Grading Scale,Escala de calificación,
Grading Scale Interval,Intervalo de Escala de Calificación,
Grading Scale Intervals,Intervalos de Escala de Calificación,
Grading Scale Name,Nombre de  Escala de Calificación,
Graduate,Graduado,
Grand Total,Total,
Grand Total (Company Currency),Suma total (Divisa por defecto),
Grant Application,Solicitud de subvención,
Grant Description,Descripción de la Concesión,
Gratuity,Gratuity,
Gratuity Applicable Component,Gratuity Applicable Component,
Gratuity Rule,Gratuity Rule,
Gratuity Rule Slab,Gratuity Rule Slab,
Gratuity Rules,Gratuity Rules,
Greater Than Amount,Mayor que la cantidad,
Green,Verde,
Greeting Message,Greeting Message,
Greeting Subtitle,Subtítulo de saludo,
Greeting Title,Título de saludo,
Greetings Section,Sección de saludos,
Grievance Against,Grievance Against,
Grievance Against Party,Grievance Against Party,
Grievance Details,Grievance Details,
Grievance Type,Grievance Type,
Grocery,Abarrotes,
Gross Margin,Margen bruto,
Gross Margin %,Margen bruto %,
Gross Pay,Pago Bruto,
Gross Pay (Company Currency),Gross Pay (Company Currency),
Gross Profit,Beneficio bruto,
Gross Profit %,Beneficio bruto %,
Gross Profit / Loss,Utilidad / Pérdida Bruta,
Gross Purchase Amount,Importe Bruto de Compra,
Gross Purchase Amount is mandatory,Importe Bruto de Compra es obligatorio,
Gross Purchase Amount should be <b>equal</b> to purchase amount of one single Asset.,Gross Purchase Amount should be <b>equal</b> to purchase amount of one single Asset.,
Gross Weight,Peso bruto,
Gross Weight UOM,Peso bruto de la unidad de medida (UOM),
Gross Year To Date,Gross Year To Date,
Gross Year To Date(Company Currency),Gross Year To Date(Company Currency),
Gross and Net Profit Report,Informe de ganancias brutas y netas,
Group,Grupo,
Group Based On,Grupo basado en,
Group Based on,Grupo Basado En,
Group By,Agrupar por,
Group By Customer,Agrupar por cliente,
Group By Supplier,Agrupar por proveedor,
Group Node,Nodo de grupo,
Group Roll No,Rol de grupo No,
Group Roll Number,Grupo Número de rodillos,
Group Tests,Pruebas grupales,
Group Warehouses cannot be used in transactions. Please change the value of {0},Los Almacenes de grupo no se pueden usar en transacciones. Cambie el valor de {0},
Group by,Agrupar por,
Group by Account,Agrupar por cuenta,
Group by Item,Agrupar por artículo,
Group by Material Request,Agrupar por solicitud de material,
Group by Party,Agrupar por Tercero,
Group by Purchase Order,Agrupar por orden de compra,
Group by Sales Order,Agrupar por orden de venta,
Group by Supplier,Agrupar por proveedor,
Group by Voucher,Agrupar por Comprobante,
Group by Voucher (Consolidated),Agrupar por Comprobante (Consolidado),
Group node warehouse is not allowed to select for transactions,No se permite seleccionar el almacén de nodos de grupo para operaciones,
Group same items,Agrupar productos iguales,
Group to Non-Group,Grupo a No-Grupo,
Group your students in batches,Agrupar sus estudiantes en lotes,
Grouped,Agrupado,
Groups,Grupos,
Guardian,Tutor,
